filename,noisetype,snr
p283_098,meeting,10
p283_099,meeting,5
p283_100,meeting,0
p283_101,metro,15
p283_102,metro,10
p283_103,metro,5
p283_104,metro,0
p283_105,restaurant,15
p283_106,restaurant,10
p283_107,restaurant,5
p283_108,restaurant,0
p283_109,ssn,15
p283_110,ssn,10
p283_111,ssn,5
p283_112,ssn,0
p283_113,station,15
p283_114,station,10
p283_115,station,5
p283_116,station,0
p283_117,traffic,15
p283_118,traffic,10
p283_119,traffic,5
p283_120,traffic,0
p283_121,babble,15
p283_122,babble,10
p283_123,babble,5
p283_124,babble,0
p283_125,cafeteria,15
p283_126,cafeteria,10
p283_127,cafeteria,5
p283_128,cafeteria,0
p283_129,car,15
p283_130,car,10
p283_131,car,5
p283_132,car,0
p283_133,kitchen,15
p283_134,kitchen,10
p283_135,kitchen,5
p283_136,kitchen,0
p283_137,meeting,15
p283_138,meeting,10
p283_139,meeting,5
p283_140,meeting,0
p283_141,metro,15
p283_142,metro,10
p283_143,metro,5
p283_144,metro,0
p283_145,restaurant,15
p283_146,restaurant,10
p283_147,restaurant,5
p283_148,restaurant,0
p283_149,ssn,15
p283_150,ssn,10
p283_151,ssn,5
p283_152,ssn,0
p283_153,station,15
p283_154,station,10
p283_155,station,5
p283_156,station,0
p283_157,traffic,15
p283_158,traffic,10
p283_159,traffic,5
p283_161,traffic,0
p283_162,babble,15
p283_163,babble,10
p283_164,babble,5
p283_165,babble,0
p283_166,cafeteria,15
p283_167,cafeteria,10
p283_168,cafeteria,5
p283_169,cafeteria,0
p283_170,car,15
p283_171,car,10
p283_172,car,5
p283_173,car,0
p283_174,kitchen,15
p283_175,kitchen,10
p283_176,kitchen,5
p283_177,kitchen,0
p283_178,meeting,15
p283_179,meeting,10
p283_180,meeting,5
p283_181,meeting,0
p283_182,metro,15
p283_183,metro,10
p283_184,metro,5
p283_185,metro,0
p283_186,restaurant,15
p283_187,restaurant,10
p283_188,restaurant,5
p283_189,restaurant,0
p283_190,ssn,15
p283_191,ssn,10
p283_192,ssn,5
p283_193,ssn,0
p283_194,station,15
p283_195,station,10
p283_196,station,5
p283_197,station,0
p283_198,traffic,15
p283_199,traffic,10
p283_200,traffic,5
p283_201,traffic,0
p283_202,babble,15
p283_203,babble,10
p283_204,babble,5
p283_205,babble,0
p283_206,cafeteria,15
p283_207,cafeteria,10
p283_208,cafeteria,5
p283_209,cafeteria,0
p283_210,car,15
p283_211,car,10
p283_212,car,5
p283_213,car,0
p283_214,kitchen,15
p283_215,kitchen,10
p283_216,kitchen,5
p283_217,kitchen,0
p283_218,meeting,15
p283_219,meeting,10
p283_220,meeting,5
p283_221,meeting,0
p283_222,metro,15
p283_223,metro,10
p283_224,metro,5
p283_225,metro,0
p283_226,restaurant,15
p283_227,restaurant,10
p283_228,restaurant,5
p283_229,restaurant,0
p283_230,ssn,15
p283_231,ssn,10
p283_232,ssn,5
p283_233,ssn,0
p283_234,station,15
p283_235,station,10
p283_236,station,5
p283_237,station,0
p283_238,traffic,15
p283_239,traffic,10
p283_240,traffic,5
p283_241,traffic,0
p283_242,babble,15
p283_243,babble,10
p283_244,babble,5
p283_245,babble,0
p283_246,cafeteria,15
p283_247,cafeteria,10
p283_248,cafeteria,5
p283_249,cafeteria,0
p283_250,car,15
p283_251,car,10
p283_252,car,5
p283_253,car,0
p283_254,kitchen,15
p283_255,kitchen,10
p283_256,kitchen,5
p283_257,kitchen,0
p283_258,meeting,15
p283_259,meeting,10
p283_260,meeting,5
p283_261,meeting,0
p283_262,metro,15
p283_263,metro,10
p283_264,metro,5
p283_265,metro,0
p283_267,restaurant,15
p283_268,restaurant,10
p283_269,restaurant,5
p283_270,restaurant,0
p283_271,ssn,15
p283_272,ssn,10
p283_273,ssn,5
p283_274,ssn,0
p283_275,station,15
p283_276,station,10
p283_277,station,5
p283_278,station,0
p283_279,traffic,15
p283_280,traffic,10
p283_281,traffic,5
p283_282,traffic,0
p283_283,babble,15
p283_284,babble,10
p283_285,babble,5
p283_286,babble,0
p283_287,cafeteria,15
p283_288,cafeteria,10
p283_289,cafeteria,5
p283_290,cafeteria,0
p283_291,car,15
p283_292,car,10
p283_293,car,5
p283_294,car,0
p283_295,kitchen,15
p283_296,kitchen,10
p283_297,kitchen,5
p283_298,kitchen,0
p283_299,meeting,15
p283_300,meeting,10
p283_301,meeting,5
p283_302,meeting,0
p283_303,metro,15
p283_304,metro,10
p283_305,metro,5
p283_306,metro,0
p283_307,restaurant,15
p283_308,restaurant,10
p283_309,restaurant,5
p283_310,restaurant,0
p283_311,ssn,15
p283_312,ssn,10
p283_313,ssn,5
p283_314,ssn,0
p283_315,station,15
p283_316,station,10
p283_317,station,5
p283_318,station,0
p283_319,traffic,15
p283_320,traffic,10
p283_321,traffic,5
p283_322,traffic,0
p283_323,babble,15
p283_324,babble,10
p283_326,babble,5
p283_327,babble,0
p283_328,cafeteria,15
p283_329,cafeteria,10
p283_330,cafeteria,5
p283_331,cafeteria,0
p283_332,car,15
p283_334,car,10
p283_335,car,5
p283_336,car,0
p283_337,kitchen,15
p283_338,kitchen,10
p283_339,kitchen,5
p283_340,kitchen,0
p283_341,meeting,15
p283_342,meeting,10
p283_343,meeting,5
p283_344,meeting,0
p283_345,metro,15
p283_346,metro,10
p283_347,metro,5
p283_348,metro,0
p283_349,restaurant,15
p283_351,restaurant,10
p283_352,restaurant,5
p283_353,restaurant,0
p283_354,ssn,15
p283_356,ssn,10
p283_357,ssn,5
p283_358,ssn,0
p283_359,station,15
p283_360,station,10
p283_361,station,5
p283_362,station,0
p283_363,traffic,15
p283_364,traffic,10
p283_365,traffic,5
p283_366,traffic,0
p283_367,babble,15
p283_368,babble,10
p283_369,babble,5
p283_371,babble,0
p283_372,cafeteria,15
p283_374,cafeteria,10
p283_375,cafeteria,5
p283_376,cafeteria,0
p283_377,car,15
p283_378,car,10
p283_379,car,5
p283_380,car,0
p283_381,kitchen,15
p283_382,kitchen,10
p283_383,kitchen,5
p283_384,kitchen,0
p283_385,meeting,15
p283_386,meeting,10
p283_387,meeting,5
p283_388,meeting,0
p283_389,metro,15
p283_390,metro,10
p283_391,metro,5
p283_392,metro,0
p283_393,restaurant,15
p283_394,restaurant,10
p283_395,restaurant,5
p283_396,restaurant,0
p283_397,ssn,15
p283_398,ssn,10
p283_399,ssn,5
p283_400,ssn,0
p283_401,station,15
p283_402,station,10
p283_403,station,5
p283_404,station,0
p283_406,traffic,15
p283_407,traffic,10
p283_408,traffic,5
p283_409,traffic,0
p283_411,babble,15
p283_412,babble,10
p283_413,babble,5
p283_414,babble,0
p283_415,cafeteria,15
p283_416,cafeteria,10
p283_417,cafeteria,5
p283_418,cafeteria,0
p283_419,car,15
p283_420,car,10
p283_421,car,5
p283_422,car,0
p283_423,kitchen,15
p283_424,kitchen,10
p283_425,kitchen,5
p283_426,kitchen,0
p283_427,meeting,15
p283_428,meeting,10
p283_429,meeting,5
p283_430,meeting,0
p283_431,metro,15
p283_432,metro,10
p283_433,metro,5
p283_434,metro,0
p283_436,restaurant,15
p283_437,restaurant,10
p283_438,restaurant,5
p283_439,restaurant,0
p283_440,ssn,15
p283_441,ssn,10
p283_442,ssn,5
p283_443,ssn,0
p283_444,station,15
p283_445,station,10
p283_446,station,5
p283_447,station,0
p283_448,traffic,15
p283_449,traffic,10
p283_450,traffic,5
p283_451,traffic,0
p283_452,metro,5
p283_453,station,5
p283_454,traffic,5
p283_455,ssn,0
p283_456,ssn,5
p283_457,station,15
p283_458,cafeteria,5
p283_459,station,10
p283_460,kitchen,0
p283_461,traffic,0
p283_462,restaurant,15
p283_463,car,15
p283_465,restaurant,5
p283_466,car,5
p283_467,cafeteria,0
p283_468,babble,0
p283_469,babble,15
p283_470,restaurant,10
p283_471,metro,15
p295_002,babble,15
p295_003,babble,10
p295_004,babble,5
p295_005,babble,0
p295_006,cafeteria,15
p295_007,cafeteria,10
p295_008,cafeteria,5
p295_009,cafeteria,0
p295_010,car,15
p295_011,car,10
p295_012,car,5
p295_013,car,0
p295_014,kitchen,15
p295_015,kitchen,10
p295_016,kitchen,5
p295_017,kitchen,0
p295_018,meeting,15
p295_019,meeting,10
p295_020,meeting,5
p295_021,meeting,0
p295_022,metro,15
p295_025,metro,10
p295_026,metro,5
p295_027,metro,0
p295_028,restaurant,15
p295_029,restaurant,10
p295_030,restaurant,5
p295_031,restaurant,0
p295_032,ssn,15
p295_033,ssn,10
p295_034,ssn,5
p295_035,ssn,0
p295_036,station,15
p295_037,station,10
p295_038,station,5
p295_039,station,0
p295_040,traffic,15
p295_041,traffic,10
p295_042,traffic,5
p295_043,traffic,0
p295_044,babble,15
p295_045,babble,10
p295_046,babble,5
p295_048,babble,0
p295_049,cafeteria,15
p295_050,cafeteria,10
p295_051,cafeteria,5
p295_052,cafeteria,0
p295_053,car,15
p295_054,car,10
p295_055,car,5
p295_056,car,0
p295_057,kitchen,15
p295_058,kitchen,10
p295_059,kitchen,5
p295_060,kitchen,0
p295_061,meeting,15
p295_062,meeting,10
p295_063,meeting,5
p295_064,meeting,0
p295_065,metro,15
p295_066,metro,10
p295_067,metro,5
p295_068,metro,0
p295_069,restaurant,15
p295_070,restaurant,10
p295_071,restaurant,5
p295_072,restaurant,0
p295_073,ssn,15
p295_074,ssn,10
p295_075,ssn,5
p295_076,ssn,0
p295_077,station,15
p295_078,station,10
p295_079,station,5
p295_080,station,0
p295_081,traffic,15
p295_082,traffic,10
p295_083,traffic,5
p295_084,traffic,0
p295_085,babble,15
p295_086,babble,10
p295_087,babble,5
p295_088,babble,0
p295_089,cafeteria,15
p295_090,cafeteria,10
p295_091,cafeteria,5
p295_092,cafeteria,0
p295_093,car,15
p295_094,car,10
p295_095,car,5
p295_096,car,0
p295_097,kitchen,15
p295_098,kitchen,10
p295_099,kitchen,5
p295_100,kitchen,0
p295_101,meeting,15
p295_102,meeting,10
p295_103,meeting,5
p295_104,meeting,0
p295_105,metro,15
p295_106,metro,10
p295_107,metro,5
p295_108,metro,0
p295_109,restaurant,15
p295_110,restaurant,10
p295_111,restaurant,5
p295_112,restaurant,0
p295_113,ssn,15
p295_114,ssn,10
p295_115,ssn,5
p295_116,ssn,0
p295_117,station,15
p295_118,station,10
p295_119,station,5
p295_120,station,0
p295_121,traffic,15
p295_122,traffic,10
p295_123,traffic,5
p295_124,traffic,0
p295_125,babble,15
p295_126,babble,10
p295_127,babble,5
p295_128,babble,0
p295_129,cafeteria,15
p295_130,cafeteria,10
p295_131,cafeteria,5
p295_132,cafeteria,0
p295_133,car,15
p295_134,car,10
p295_135,car,5
p295_137,car,0
p295_138,kitchen,15
p295_139,kitchen,10
p295_140,kitchen,5
p295_141,kitchen,0
p295_142,meeting,15
p295_143,meeting,10
p295_144,meeting,5
p295_145,meeting,0
p295_146,metro,15
p295_147,metro,10
p295_148,metro,5
p295_149,metro,0
p295_150,restaurant,15
p295_151,restaurant,10
p295_152,restaurant,5
p295_153,restaurant,0
p295_154,ssn,15
p295_155,ssn,10
p295_156,ssn,5
p295_157,ssn,0
p295_158,station,15
p295_159,station,10
p295_160,station,5
p295_161,station,0
p295_162,traffic,15
p295_163,traffic,10
p295_164,traffic,5
p295_165,traffic,0
p295_166,babble,15
p295_167,babble,10
p295_168,babble,5
p295_169,babble,0
p295_170,cafeteria,15
p295_171,cafeteria,10
p295_172,cafeteria,5
p295_173,cafeteria,0
p295_174,car,15
p295_175,car,10
p295_176,car,5
p295_177,car,0
p295_178,kitchen,15
p295_179,kitchen,10
p295_180,kitchen,5
p295_181,kitchen,0
p295_182,meeting,15
p295_183,meeting,10
p295_184,meeting,5
p295_185,meeting,0
p295_186,metro,15
p295_187,metro,10
p295_188,metro,5
p295_189,metro,0
p295_190,restaurant,15
p295_191,restaurant,10
p295_192,restaurant,5
p295_193,restaurant,0
p295_194,ssn,15
p295_195,ssn,10
p295_196,ssn,5
p295_197,ssn,0
p295_198,station,15
p295_199,station,10
p295_200,station,5
p295_202,station,0
p295_203,traffic,15
p295_204,traffic,10
p295_205,traffic,5
p295_206,traffic,0
p295_207,babble,15
p295_208,babble,10
p295_209,babble,5
p295_210,babble,0
p295_211,cafeteria,15
p295_212,cafeteria,10
p295_213,cafeteria,5
p295_214,cafeteria,0
p295_215,car,15
p295_216,car,10
p295_217,car,5
p295_218,car,0
p295_219,kitchen,15
p295_220,kitchen,10
p295_221,kitchen,5
p295_222,kitchen,0
p295_224,meeting,15
p295_225,meeting,10
p295_226,meeting,5
p295_227,meeting,0
p295_228,metro,15
p295_229,metro,10
p295_230,metro,5
p295_231,metro,0
p295_232,restaurant,15
p295_233,restaurant,10
p295_234,restaurant,5
p295_235,restaurant,0
p295_236,ssn,15
p295_237,ssn,10
p295_238,ssn,5
p295_239,ssn,0
p295_240,station,15
p295_241,station,10
p295_242,station,5
p295_243,station,0
p295_244,traffic,15
p295_245,traffic,10
p295_246,traffic,5
p295_247,traffic,0
p295_248,babble,15
p295_249,babble,10
p295_250,babble,5
p295_251,babble,0
p295_252,cafeteria,15
p295_253,cafeteria,10
p295_254,cafeteria,5
p295_255,cafeteria,0
p295_256,car,15
p295_257,car,10
p295_258,car,5
p295_259,car,0
p295_260,kitchen,15
p295_261,kitchen,10
p295_262,kitchen,5
p295_263,kitchen,0
p295_264,meeting,15
p295_265,meeting,10
p295_266,meeting,5
p295_267,meeting,0
p295_268,metro,15
p295_269,metro,10
p295_270,metro,5
p295_271,metro,0
p295_272,restaurant,15
p295_273,restaurant,10
p295_274,restaurant,5
p295_275,restaurant,0
p295_276,ssn,15
p295_277,ssn,10
p295_278,ssn,5
p295_279,ssn,0
p295_280,station,15
p295_281,station,10
p295_282,station,5
p295_283,station,0
p295_284,traffic,15
p295_285,traffic,10
p295_286,traffic,5
p295_287,traffic,0
p295_288,babble,15
p295_289,babble,10
p295_290,babble,5
p295_291,babble,0
p295_292,cafeteria,15
p295_293,cafeteria,10
p295_294,cafeteria,5
p295_295,cafeteria,0
p295_296,car,15
p295_297,car,10
p295_298,car,5
p295_299,car,0
p295_300,kitchen,15
p295_301,kitchen,10
p295_302,kitchen,5
p295_303,kitchen,0
p295_304,meeting,15
p295_305,meeting,10
p295_306,meeting,5
p295_307,meeting,0
p295_308,metro,15
p295_309,metro,10
p295_310,metro,5
p295_311,metro,0
p295_312,restaurant,15
p295_313,restaurant,10
p295_314,restaurant,5
p295_315,restaurant,0
p295_316,ssn,15
p295_317,ssn,10
p295_318,ssn,5
p295_319,ssn,0
p295_320,station,15
p295_321,station,10
p295_322,station,5
p295_323,station,0
p295_324,traffic,15
p295_325,traffic,10
p295_326,traffic,5
p295_327,traffic,0
p295_328,babble,15
p295_329,babble,10
p295_330,babble,5
p295_331,babble,0
p295_332,cafeteria,15
p295_333,cafeteria,10
p295_335,cafeteria,5
p295_336,cafeteria,0
p295_337,car,15
p295_338,car,10
p295_339,car,5
p295_340,car,0
p295_341,kitchen,15
p295_342,kitchen,10
p295_343,kitchen,5
p295_344,kitchen,0
p295_345,meeting,15
p295_346,meeting,10
p295_347,meeting,5
p295_348,meeting,0
p295_349,metro,15
p295_350,metro,10
p295_351,metro,5
p295_352,metro,0
p295_353,restaurant,15
p295_354,restaurant,10
p295_355,restaurant,5
p295_356,restaurant,0
p295_357,ssn,15
p295_358,ssn,10
p295_359,ssn,5
p295_360,ssn,0
p295_361,station,15
p295_362,station,10
p295_363,station,5
p295_364,station,0
p295_365,traffic,15
p295_366,traffic,10
p295_367,traffic,5
p295_368,traffic,0
p295_369,babble,15
p295_370,babble,10
p295_371,babble,5
p295_372,babble,0
p295_374,cafeteria,15
p295_375,cafeteria,10
p295_376,cafeteria,5
p295_377,cafeteria,0
p295_378,car,15
p295_379,car,10
p295_380,car,5
p295_381,car,0
p295_382,kitchen,15
p295_383,kitchen,10
p295_384,kitchen,5
p295_385,kitchen,0
p295_386,meeting,15
p295_387,meeting,10
p295_388,meeting,5
p295_389,meeting,0
p295_390,metro,15
p295_391,metro,10
p295_392,metro,5
p295_393,metro,0
p295_394,restaurant,15
p295_395,restaurant,10
p295_396,restaurant,5
p295_397,restaurant,0
p295_398,ssn,15
p295_399,ssn,10
p295_400,ssn,5
p295_401,ssn,0
p295_402,station,15
p295_403,station,10
p295_404,station,5
p295_405,station,0
p295_406,traffic,15
p295_407,traffic,10
p295_408,traffic,5
p295_409,traffic,0
p295_410,traffic,15
p295_411,kitchen,10
p295_412,station,10
p295_413,traffic,0
p295_414,babble,10
p295_415,cafeteria,15
p295_416,station,5
p295_418,metro,10
p295_419,cafeteria,5
p295_420,restaurant,5
p295_421,cafeteria,10
p295_422,car,0
p295_423,ssn,15
p295_424,meeting,0
p313_001,babble,15
p313_002,babble,10
p313_003,babble,5
p313_004,babble,0
p313_005,cafeteria,15
p313_006,cafeteria,10
p313_007,cafeteria,5
p313_008,cafeteria,0
p313_009,car,15
p313_010,car,10
p313_011,car,5
p313_012,car,0
p313_013,kitchen,15
p313_014,kitchen,10
p313_015,kitchen,5
p313_016,kitchen,0
p313_017,meeting,15
p313_018,meeting,10
p313_019,meeting,5
p313_020,meeting,0
p313_021,metro,15
p313_022,metro,10
p313_023,metro,5
p313_024,metro,0
p313_025,restaurant,15
p313_026,restaurant,10
p313_027,restaurant,5
p313_028,restaurant,0
p313_029,ssn,15
p313_030,ssn,10
p313_031,ssn,5
p313_032,ssn,0
p313_033,station,15
p313_034,station,10
p313_035,station,5
p313_036,station,0
p313_037,traffic,15
p313_038,traffic,10
p313_039,traffic,5
p313_040,traffic,0
p313_041,babble,15
p313_042,babble,10
p313_043,babble,5
p313_044,babble,0
p313_045,cafeteria,15
p313_046,cafeteria,10
p313_047,cafeteria,5
p313_048,cafeteria,0
p313_049,car,15
p313_050,car,10
p313_051,car,5
p313_052,car,0
p313_053,kitchen,15
p313_054,kitchen,10
p313_055,kitchen,5
p313_056,kitchen,0
p313_057,meeting,15
p313_058,meeting,10
p313_059,meeting,5
p313_060,meeting,0
p313_061,metro,15
p313_062,metro,10
p313_063,metro,5
p313_064,metro,0
p313_065,restaurant,15
p313_066,restaurant,10
p313_067,restaurant,5
p313_068,restaurant,0
p313_069,ssn,15
p313_070,ssn,10
p313_071,ssn,5
p313_072,ssn,0
p313_073,station,15
p313_074,station,10
p313_075,station,5
p313_076,station,0
p313_077,traffic,15
p313_078,traffic,10
p313_079,traffic,5
p313_080,traffic,0
p313_081,babble,15
p313_082,babble,10
p313_083,babble,5
p313_084,babble,0
p313_085,cafeteria,15
p313_086,cafeteria,10
p313_087,cafeteria,5
p313_088,cafeteria,0
p313_089,car,15
p313_090,car,10
p313_091,car,5
p313_092,car,0
p313_093,kitchen,15
p313_094,kitchen,10
p313_095,kitchen,5
p313_096,kitchen,0
p313_097,meeting,15
p313_098,meeting,10
p313_099,meeting,5
p313_100,meeting,0
p313_101,metro,15
p313_102,metro,10
p313_103,metro,5
p313_104,metro,0
p313_105,restaurant,15
p313_106,restaurant,10
p313_107,restaurant,5
p313_108,restaurant,0
p313_109,ssn,15
p313_110,ssn,10
p313_111,ssn,5
p313_112,ssn,0
p313_113,station,15
p313_114,station,10
p313_115,station,5
p313_116,station,0
p313_117,traffic,15
p313_118,traffic,10
p313_119,traffic,5
p313_120,traffic,0
p313_121,babble,15
p313_122,babble,10
p313_123,babble,5
p313_124,babble,0
p313_125,cafeteria,15
p313_126,cafeteria,10
p313_127,cafeteria,5
p313_128,cafeteria,0
p313_129,car,15
p313_130,car,10
p313_131,car,5
p313_132,car,0
p313_133,kitchen,15
p313_134,kitchen,10
p313_135,kitchen,5
p313_136,kitchen,0
p313_137,meeting,15
p313_138,meeting,10
p313_139,meeting,5
p313_140,meeting,0
p313_141,metro,15
p313_142,metro,10
p313_143,metro,5
p313_144,metro,0
p313_145,restaurant,15
p313_146,restaurant,10
p313_147,restaurant,5
p313_148,restaurant,0
p313_149,ssn,15
p313_150,ssn,10
p313_151,ssn,5
p313_152,ssn,0
p313_153,station,15
p313_154,station,10
p313_155,station,5
p313_156,station,0
p313_157,traffic,15
p313_158,traffic,10
p313_159,traffic,5
p313_160,traffic,0
p313_161,babble,15
p313_162,babble,10
p313_163,babble,5
p313_164,babble,0
p313_165,cafeteria,15
p313_166,cafeteria,10
p313_167,cafeteria,5
p313_168,cafeteria,0
p313_169,car,15
p313_170,car,10
p313_171,car,5
p313_172,car,0
p313_173,kitchen,15
p313_174,kitchen,10
p313_175,kitchen,5
p313_176,kitchen,0
p313_177,meeting,15
p313_178,meeting,10
p313_179,meeting,5
p313_180,meeting,0
p313_181,metro,15
p313_182,metro,10
p313_183,metro,5
p313_184,metro,0
p313_185,restaurant,15
p313_186,restaurant,10
p313_187,restaurant,5
p313_188,restaurant,0
p313_189,ssn,15
p313_190,ssn,10
p313_191,ssn,5
p313_192,ssn,0
p313_193,station,15
p313_194,station,10
p313_195,station,5
p313_196,station,0
p313_197,traffic,15
p313_199,traffic,10
p313_200,traffic,5
p313_201,traffic,0
p313_202,babble,15
p313_203,babble,10
p313_204,babble,5
p313_205,babble,0
p313_206,cafeteria,15
p313_207,cafeteria,10
p313_208,cafeteria,5
p313_209,cafeteria,0
p313_210,car,15
p313_211,car,10
p313_212,car,5
p313_213,car,0
p313_214,kitchen,15
p313_215,kitchen,10
p313_216,kitchen,5
p313_217,kitchen,0
p313_218,meeting,15
p313_219,meeting,10
p313_220,meeting,5
p313_221,meeting,0
p313_222,metro,15
p313_223,metro,10
p313_224,metro,5
p313_225,metro,0
p313_226,restaurant,15
p313_227,restaurant,10
p313_228,restaurant,5
p313_229,restaurant,0
p313_230,ssn,15
p313_231,ssn,10
p313_233,ssn,5
p313_234,ssn,0
p313_235,station,15
p313_236,station,10
p313_237,station,5
p313_238,station,0
p313_239,traffic,15
p313_240,traffic,10
p313_241,traffic,5
p313_242,traffic,0
p313_243,babble,15
p313_244,babble,10
p313_245,babble,5
p313_246,babble,0
p313_247,cafeteria,15
p313_248,cafeteria,10
p313_249,cafeteria,5
p313_250,cafeteria,0
p313_251,car,15
p313_252,car,10
p313_253,car,5
p313_254,car,0
p313_255,kitchen,15
p313_256,kitchen,10
p313_257,kitchen,5
p313_258,kitchen,0
p313_259,meeting,15
p313_260,meeting,10
p313_261,meeting,5
p313_262,meeting,0
p313_263,metro,15
p313_264,metro,10
p313_265,metro,5
p313_266,metro,0
p313_267,restaurant,15
p313_268,restaurant,10
p313_269,restaurant,5
p313_270,restaurant,0
p313_271,ssn,15
p313_272,ssn,10
p313_273,ssn,5
p313_274,ssn,0
p313_275,station,15
p313_276,station,10
p313_277,station,5
p313_278,station,0
p313_279,traffic,15
p313_280,traffic,10
p313_281,traffic,5
p313_282,traffic,0
p313_283,babble,15
p313_284,babble,10
p313_285,babble,5
p313_286,babble,0
p313_287,cafeteria,15
p313_288,cafeteria,10
p313_289,cafeteria,5
p313_290,cafeteria,0
p313_291,car,15
p313_292,car,10
p313_293,car,5
p313_294,car,0
p313_295,kitchen,15
p313_296,kitchen,10
p313_297,kitchen,5
p313_298,kitchen,0
p313_299,meeting,15
p313_300,meeting,10
p313_301,meeting,5
p313_302,meeting,0
p313_303,metro,15
p313_304,metro,10
p313_305,metro,5
p313_306,metro,0
p313_307,restaurant,15
p313_308,restaurant,10
p313_309,restaurant,5
p313_310,restaurant,0
p313_311,ssn,15
p313_312,ssn,10
p313_313,ssn,5
p313_314,ssn,0
p313_315,station,15
p313_316,station,10
p313_317,station,5
p313_318,station,0
p313_319,traffic,15
p313_320,traffic,10
p313_321,traffic,5
p313_322,traffic,0
p313_323,babble,15
p313_324,babble,10
p313_325,babble,5
p313_326,babble,0
p313_327,cafeteria,15
p313_328,cafeteria,10
p313_329,cafeteria,5
p313_330,cafeteria,0
p313_331,car,15
p313_332,car,10
p313_333,car,5
p313_334,car,0
p313_335,kitchen,15
p313_336,kitchen,10
p313_339,kitchen,5
p313_340,kitchen,0
p313_341,meeting,15
p313_342,meeting,10
p313_343,meeting,5
p313_344,meeting,0
p313_345,metro,15
p313_346,metro,10
p313_347,metro,5
p313_348,metro,0
p313_349,restaurant,15
p313_350,restaurant,10
p313_351,restaurant,5
p313_352,restaurant,0
p313_353,ssn,15
p313_354,ssn,10
p313_355,ssn,5
p313_356,ssn,0
p313_357,station,15
p313_358,station,10
p313_359,station,5
p313_360,station,0
p313_361,traffic,15
p313_362,traffic,10
p313_363,traffic,5
p313_364,traffic,0
p313_365,babble,15
p313_366,babble,10
p313_367,babble,5
p313_368,babble,0
p313_369,cafeteria,15
p313_370,cafeteria,10
p313_371,cafeteria,5
p313_372,cafeteria,0
p313_373,car,15
p313_374,car,10
p313_375,car,5
p313_376,car,0
p313_377,kitchen,15
p313_378,kitchen,10
p313_379,kitchen,5
p313_380,kitchen,0
p313_381,meeting,15
p313_382,meeting,10
p313_383,meeting,5
p313_384,meeting,0
p313_385,metro,15
p313_386,metro,10
p313_387,metro,5
p313_388,metro,0
p313_389,restaurant,15
p313_390,restaurant,10
p313_391,restaurant,5
p313_392,restaurant,0
p313_393,ssn,15
p313_394,ssn,10
p313_395,ssn,5
p313_396,ssn,0
p313_397,station,15
p313_398,station,10
p313_399,station,5
p313_400,station,0
p313_401,traffic,15
p313_402,traffic,10
p313_403,traffic,5
p313_404,traffic,0
p313_405,car,5
p313_406,kitchen,15
p313_407,car,0
p313_408,station,15
p313_409,restaurant,15
p313_410,babble,0
p313_411,ssn,10
p313_412,traffic,5
p313_413,metro,0
p313_414,metro,5
p313_415,traffic,10
p313_416,station,10
p313_417,meeting,5
p313_418,station,5
p313_419,meeting,15
p313_420,kitchen,5
p313_421,meeting,10
p313_422,station,0
p313_423,traffic,15
p335_001,babble,15
p335_002,babble,10
p335_003,babble,5
p335_004,babble,0
p335_005,cafeteria,15
p335_006,cafeteria,10
p335_007,cafeteria,5
p335_008,cafeteria,0
p335_010,car,15
p335_011,car,10
p335_012,car,5
p335_013,car,0
p335_014,kitchen,15
p335_015,kitchen,10
p335_016,kitchen,5
p335_017,kitchen,0
p335_018,meeting,15
p335_019,meeting,10
p335_020,meeting,5
p335_021,meeting,0
p335_022,metro,15
p335_023,metro,10
p335_024,metro,5
p335_025,metro,0
p335_026,restaurant,15
p335_027,restaurant,10
p335_028,restaurant,5
p335_029,restaurant,0
p335_030,ssn,15
p335_031,ssn,10
p335_032,ssn,5
p335_033,ssn,0
p335_034,station,15
p335_035,station,10
p335_036,station,5
p335_037,station,0
p335_038,traffic,15
p335_039,traffic,10
p335_040,traffic,5
p335_041,traffic,0
p335_042,babble,15
p335_043,babble,10
p335_044,babble,5
p335_045,babble,0
p335_046,cafeteria,15
p335_047,cafeteria,10
p335_048,cafeteria,5
p335_049,cafeteria,0
p335_050,car,15
p335_051,car,10
p335_052,car,5
p335_053,car,0
p335_054,kitchen,15
p335_055,kitchen,10
p335_056,kitchen,5
p335_057,kitchen,0
p335_059,meeting,15
p335_060,meeting,10
p335_061,meeting,5
p335_062,meeting,0
p335_063,metro,15
p335_064,metro,10
p335_065,metro,5
p335_066,metro,0
p335_067,restaurant,15
p335_068,restaurant,10
p335_069,restaurant,5
p335_070,restaurant,0
p335_071,ssn,15
p335_072,ssn,10
p335_073,ssn,5
p335_074,ssn,0
p335_075,station,15
p335_076,station,10
p335_077,station,5
p335_078,station,0
p335_079,traffic,15
p335_080,traffic,10
p335_081,traffic,5
p335_082,traffic,0
p335_083,babble,15
p335_084,babble,10
p335_085,babble,5
p335_086,babble,0
p335_087,cafeteria,15
p335_088,cafeteria,10
p335_089,cafeteria,5
p335_090,cafeteria,0
p335_091,car,15
p335_092,car,10
p335_093,car,5
p335_094,car,0
p335_095,kitchen,15
p335_096,kitchen,10
p335_097,kitchen,5
p335_098,kitchen,0
p335_099,meeting,15
p335_100,meeting,10
p335_101,meeting,5
p335_102,meeting,0
p335_103,metro,15
